language,glottocode,id_word,id_meaning,lemma,ipa,def,morph,annotator,reference,pos
Tsez,dido1241,1133,1221,БИЧИХЪЕХЪ/Р Á,b-i-tʃ-i-χ-ʔ-e-χ-ʔ-r Á,"(мн. ричихъ е- хърÁ , -ерхо, -ерси, -еран, -ер) 1) приостанавливать; притормаж и- вать; машина бичихъехъерхо бижих автомашину ведут пр и- останавливаясь (временами) 2) за- держивать","(мн. ричихъ е- хърÁ , -ерхо, -ерси, -еран, -ер)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1134,1222,БИЧИХЪЕХЪРЕР/ Á,b-i-tʃ-i-χ-ʔ-e-χ-ʔ-r-e-r Á,"(мн. ричи - хъехърерÁ , -хо, -си, -ан, -ø) понуд. от бичихъехър á","(мн. ричи - хъехърерÁ , -хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1135,1223,БИЧI/ Á,b-i-tʃ Á,"(мн. ричIÁ, -их, -ис, - ан, -о) 1) копать, рыть; ганди йичIа копать яму; рос бичIа ко- пать фундамент; мочи бичIа ко- пать землю 2) перен . бить, кол о- тить; тушман ичIа колотить врага","(мн. ричIÁ, -их, -ис, - ан, -о)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1136,1224,БИЧIÁДОР/И,b-i-tʃ-Á-d-o-r-i,"III (-ǟ, -ис, -иби) бот. 1) неспелые колосья зерновых 2) неспелые початки кукурузы ; шаит . бичIодира","III (-ǟ, -ис, -иби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1137,1225,БИЧIАНА/Д Á,b-i-tʃ-a-n-a-d Á,"(мн. ричIанадÁ , -х, -с, -дан, -до) учащ. от бичIá","(мн. ричIанадÁ , -х, -с, -дан, -до)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1138,1226,БИ́ЧIЗИ,b-И́-tʃ-z-i,": би́чIзи б одÁ III дать понять; объяснять, объяснить; разъяснять, разъяснить; пояснять, пояснить; толковать что-л., рас- толковывать, растолковать что -л. кому -л.; хIисаб бичIзи бода объ- яснить пример ( арифметический ); мухIкан лъи рода вносить че т- кость (ясность)",,Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1138,1227,БИ́ЧIЗИ,b-И́-tʃ-z-i,": би́чIзи б охъÁ III 1) по- нимать; осознавать ; восприни мать, достигать умом что-л.; доходить – о сути чего-л.; соображать; раз у- меть; дебер хабар бичIзи б о- хъийа? ты понял рассказ? бичIзи рохъх āну ничего не соображает (не понимает) 2) разбираться, смыслить в чём -л.; гIелму бичIзи бохъа разбираться в науке; ♦ гIомойр какцен бичIзи рохъх āну ничего не соображает ( букв. не по- нимает, как осел молитву)","( букв. не по- нимает, как осел молитву)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1139,1228,БИЧI/Р Á,b-i-tʃ-r Á,"(мн. ричIрÁ, -ерхо, - ерси, -еран, -ер) понуд. от бичIá; ср. мок. бичIир á","(мн. ричIрÁ, -ерхо, - ерси, -еран, -ер)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1140,1229,БИЧI РЕР/Á,b-i-tʃ r-e-r-Á,"(мн. ричIерÁ, -хо, - си, -ан, -ø) понуд. от бичIá","(мн. ричIерÁ, -хо, - си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1141,1230,БИШ,b-i-ʃ,"III (мн. риш) повел. накл. ешь(те) , кушай(те) ; см. бишá",III,Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1142,1231,БИШ/ Á,b-i-ʃ Á,"(мн. ришÁ , -хо, -си, - ан, -ø) 1) есть, кушать; питаться чем-л.; эли бишси мы поели; дǟр этих иша я хочу есть 2) пастись; зийа бижис биша пасти корову; беназакь ак äлъ бишзакь б ʼагъу посл. когда работаешь – устаешь, а когда ешь – насыщаешься; башза айзакь иш, хIал тIизи бахъза а й- закь хIалтIизи охъ погов. там, где едят, – ешь, а там, где работают, – работай; сидахъулъ биш но, багъʼухоси āну боцIи посл. один раз поев ( букв. убив барана), волк сытым не становится","(мн. ришÁ , -хо, -си, - ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1142,1232,БИШ/ Á,b-i-ʃ Á,"(мн. ришÁ , -их, -ис, - ан, -о) 1) загнать; запереть; зийа биша загнать корову в хлев 2) пе- рен. заключить, заточить, поса- дить; телъ биша посадить в тюр ь- му","(мн. ришÁ , -их, -ис, - ан, -о)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1143,1233,БИ́Ш/А,b-И́-ʃ-a,"IV (-ā, -ас) еда, пища, питание; гимуйав биша вкусная пища (еда); биша эра подать пищу (еду); биша хIадур рода пригото- вить еду ; см. бишáни","IV (-ā, -ас)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1144,1234,БИШ ÁН/И // БИШН/И,b-i-ʃ Á-n-i   b-i-ʃ-n-i,"IV (-ǟ, - ис) еда, пища; гиму йолъ ǟси би-105 шани вкусная пища (еда) ; бишани рода приготовить пищу (еду) ; см. бишÁ","IV (-ǟ, - ис)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1145,1235,БИШ -БИШОН,b-i-ʃ -b-i-ʃ-o-n,"числ. по сто, по сотни; см. бишонтIа",,Maiia Alimova,Khalilov 2024,numeral
Tsez,dido1241,1146,1236,БИШ -БУТ/ Á,b-i-ʃ -b-u-t Á,"(мн. риш-рутÁ , -их, -ис, -ан, -и) 1) кушать, есть 2) на - питься ; см. биш-хIалI á","(мн. риш-рутÁ , -их, -ис, -ан, -и)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1147,1237,БИШ -БУТИР/ Á,b-i-ʃ -b-u-t-i-r Á,"(мн. риш-рути - рÁ, -хо, -си, -ан, -ø) 1) кормить 2) напоить ; см. биш-хIалIур á","(мн. риш-рути - рÁ, -хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1148,1238,БИШ -БУТИРЕР/ Á,b-i-ʃ -b-u-t-i-r-e-r Á,"(мн. риш-ру- тирерÁ , -хо, -си, -ан, -ø) понуд. II от биш-бутир á","(мн. риш-ру- тирерÁ , -хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1149,1239,БИШЕР/ Á,b-i-ʃ-e-r Á,"(мн. ришерÁ , -хо, - си, -ан, -ø) кормить; хехби биш е- ра кормить детей; посу бишера дать корм скоту ; см. бишр á","(мн. ришерÁ , -хо, - си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1150,1240,БИШЕРЕР/ Á,b-i-ʃ-e-r-e-r Á,"(мн. ришерерÁ , - хо, -си, -ан, -ø) понуд. II от бишер á","(мн. ришерерÁ , - хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1151,1241,БИШИЛЪ/Á,b-i-ʃ-i-l-ʔ-Á,"(мн. ришилъÁ , -хо, -си, -ан, - ø) смочь (суметь) 1) з а- гнать (запереть) 2) перен . заклю- чить (посадить)","(мн. ришилъÁ , -хо, -си, -ан, - ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1152,1242,БИШИР/ Á,b-i-ʃ-i-r Á,"(мн. риширÁ , -хо, - си, -ан, -ø) 1) заставить загнать (запереть) 2) заставить заключить (посадить)","(мн. риширÁ , -хо, - си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1153,1243,БИШ/ЛЪ Á,b-i-ʃ-l-ʔ Á,"(мн. ришлъÁ , -елъ- хо, -елъси, -елъан, -елъ) смочь (суметь ) есть (кушать)","(мн. ришлъÁ , -елъ- хо, -елъси, -елъан, -елъ)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1154,1244,БИШ ÓН,b-i-ʃ Ó-n,числ. сто; бишон боцIи сто голов мелкого рогатого скота ♦ бишон рихъа ретин получить че- го-л. очень много ( букв. сотнями получить) ; ср. мок. бишом,,Maiia Alimova,Khalilov 2024,numeral
Tsez,dido1241,1155,1245,БИШ ÓННО,b-i-ʃ Ó-n-n-o,"числ. (эрг. бишо м- ра) сто ( форма, употребляемая в составных числительных ); би- шонно уйнохъуно лъено сто в о- семьдесят пять; бишонно хъуно лъено сто двадцать пять ; ср. мок. бишомно БИШ ÓНТIА числ. по сто , по со т- ни; мок бишомтIа ; см. биш- бишон",(эрг. бишо м- ра),Maiia Alimova,Khalilov 2024,numeral
Tsez,dido1241,1156,1246,БИШ ОРÁС,b-i-ʃ o-r-Á-s,числ. сотый; бишо- рас гъуди сотый день; мок. бишóмрас,,Maiia Alimova,Khalilov 2024,numeral
Tsez,dido1241,1157,1247,БИШ ОРÁХ,b-i-ʃ o-r-Á-χ,"числ. сто раз, сотый раз; ср. асах. бишóмрах",,Maiia Alimova,Khalilov 2024,numeral
Tsez,dido1241,1158,1248,БИШ/РÁ,b-i-ʃ-r-Á,"(мн. ришрÁ , -ерхо, - ерси, -еран, ер ) 1) кормить кого- л., давать корм кому -л.; хехби бишра кормить детей 2) пасти ко- го-л.; гулуби ришра пасти лош а- дей см. бишерá","(мн. ришрÁ , -ерхо, - ерси, -еран, ер )",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1159,1249,БИШРЕР/Á,b-i-ʃ-r-e-r-Á,"( мн. ришрерÁ , -хо, -си, -ан, -ø) понуд. II от бишрá","( мн. ришрерÁ , -хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1160,1250,БИ́ШУН,b-И́-ʃ-u-n,"самый, наи -, очень ( пе- ред прилагательным и наречием); бишун р еже самый большой; бишун берцинав самая красивая (симпатичная) ; бишун тутуру са- мый грязный; бишун бигу самый хороший; бишун риг рода сделать лучше всех; бишун в ʼалI в самом внизу ; см. ичIчIа",( пе- ред прилагательным и наречием),Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1161,1251,БИШ -ХIАЛI/ Á,b-i-ʃ -χ-a-l Á,"(мн. риш-хIалIÁ, -ухI, -ус, -ан, -о) 1) кушать, есть; межи биш -хIалIо вы ешьте (к у- шайте) 2) пьянствовать, кутить; жеди биш -хIалIухI йолъ они пьянствуют; жедур межур биш- хIалIан тарав шебин райинчIи вы можете только пьянствовать (букв. вы, кроме как пьянствовать, ничего не можете делать)","(мн. риш-хIалIÁ, -ухI, -ус, -ан, -о)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1162,1252,БИШ -ХIÁЛI/У,b-i-ʃ -χ-Á-l-u,"(НИ) IV (-ā, -ус) вечеринка, пир, компания; ужи армийалъай айрус биш -хIалIу ни рода в честь приезда сына из а р- мии устроить компанию","(-ā, -ус)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1163,1253,БИШ -ХIАЛIУР/ Á,b-i-ʃ -χ-a-l-u-r Á,"(мн. риш-хIа- лIурÁ, -хо, -си, -ан, -ø) кормить; хехби биш -хIалIура накормить детей; лIирбаби биш -хIалIура накор мить гостей 106","(мн. риш-хIа- лIурÁ, -хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1164,1254,БИШ -ХIАЛIУРЕР/ Á,b-i-ʃ -χ-a-l-u-r-e-r Á,"(мн.риш- хIалIурерÁ , -хо, -си, -ан, -ø) по- нуд. II от биш-хIалIур á БÓБО дет. 1. межд. осторожно, горячо! 2. III рана","(мн.риш- хIалIурерÁ , -хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,interjection
Tsez,dido1241,1165,1255,БОБОЛI/А,b-o-b-o-l-a,"(-их, -ис, -ан, -и) ша- ит. разжигаться, разгораться","(-их, -ис, -ан, -и)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1166,1256,БОБОЛIИР/А,b-o-b-o-l-i-r-a,"(-хо, -си, -ан, -ø) понуд . разжигать, разгораться","(-хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1167,1257,БОБОЛIИР ЕР/А,b-o-b-o-l-i-r e-r-a,"(-хо, -си, -ан, - ø) понуд. II от боболIа","(-хо, -си, -ан, - ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1168,1258,БОБОРИКI/ Á,b-o-b-o-r-i-k Á,"(-хо, -си, -ан, -ø) сделать горячим, разгорячить; сильно на греть; лъи боборикIа нагреть воду; гъʼай боборикIа нагреть молоко ; см. болIн ада, т а- таникIа, цIедира","(-хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1169,1259,БОБОРИКI/Р Á,b-o-b-o-r-i-k-r Á,"(-ерхо, -ерси, - еран, -ер) понуд. от боборикI á","(-ерхо, -ерси, - еран, -ер)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1170,1260,БОБОРИКIРЕР/ Á,b-o-b-o-r-i-k-r-e-r Á,"(-хо, -си, -ан, -ø) понуд. II от боборикI á","(-хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1171,1261,БОБОРИЛЪ/ Á,b-o-b-o-r-i-l-ʔ Á,"(-хо, -си, -ан, -ø) стать горячим, горячеть ; сильно греться; чорпа боборилъси суп сильно на грелся (стал горячим); лъи боборилъхо вода нагревается (становится горячей)","(-хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1172,1262,БОБÓРУ,b-o-b-Ó-r-u,"(мн. -тIа) горячий; бо- бору лъи горячая вода; бобору чай горячий чай; бобору бухъ жгучее (палящее) солнце; бобору кьʼокъо горячий лоб (температ у- ра); бобору йолъ горячий [ есть] что-л.; бобору рохъа стать гор я- чим; бобору рода сделать горячим ♦ бобору къ ʼим высокая темпер а- тура ( букв. горячая голова) ; см. татану, хъʼеродаму",(мн. -тIа),Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1173,1263,БОВ/ Á,b-o-w Á,"(мн. ровÁ, -ух//-хо, -ус// -си, -ан, -ба) 1) водить кого-л.; приводить, проводить; провести кого-л. куда -л.; мадахIор йова вы- вести на улицу; садахъ ова брать с собой кого-л. куда -л. 2) приехать; прийти; машинакь йова приехать на машине 3) жениться; бару йова жениться; эсйа бару йовус брат женился 4) принести ; доставить","(мн. ровÁ, -ух//-хо, -ус// -си, -ан, -ба)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1174,1264,БОВУР/ Á,b-o-w-u-r Á,"(мн. ровурÁ , -хо, -си, -ан, -ø) понуд. от бовá; ср. мок. бовр á","(мн. ровурÁ , -хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1175,1265,БОВУРЕР/ Á,b-o-w-u-r-e-r Á,"(мн. ровурерÁ , -хо, -си, -ан, -ø) понуд. II от бовур á","(мн. ровурерÁ , -хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1176,1266,БОГ,b-o-ɡ,"III (-а, -ес, -би) 1) время приема пищи; гьасахъоси бог зав- трак; хъешодси бог обед; неши- руси бог ужин; бог бац Iа есть (принимать пищу во время) 2) ку- тёж, пирушка; званый обед; праз д- ничный обед","III (-а, -ес, -би)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1176,1267,БОГ,b-o-ɡ,"III (-а, -ес, -би) подарок, магарыч; бигу бог хороший под а- рок; бог бода сделать подарок; бог бихъира получить подарок","III (-а, -ес, -би)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1177,1268,БОГ/ Á,b-o-ɡ Á,"(мн. рогÁ , -ух, -ус, -ан, - у) 1) расширять ся, стать широким или шире (свободным, просто р- ным) 2) растянуться; чур богус ре- зина растянулась 3) раздвигать ся, растопырыть ся; гьацна ога раз- двинуть (растопырыть) ноги 4) ра- зинуть; гьахъа бога разинуть рот; асах. богвá","(мн. рогÁ , -ух, -ус, -ан, - у)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1178,1269,БОГУКI /А,b-o-ɡ-u-k a,"(мн. рогъукIа , -хо, - си, -ан, -ø) расширять , делать ши- роким или шире (свободным, пр о- сторн ым)","(мн. рогъукIа , -хо, - си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1179,1270,БОГУКI/РА,b-o-ɡ-u-k-r-a,"(мн. рогъукI ра, -ер- хо, -ерси, -еран, -ер) понуд . рас- ширять , делать широким или шире (свободным, просторн ым); см. кьогоникIа , нукьи кIа, хIоли кIа","(мн. рогъукI ра, -ер- хо, -ерси, -еран, -ер)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1180,1271,БОГУКIРЕР/А,b-o-ɡ-u-k-r-e-r-a,"(мн. рогъукI ера, -хо, -си, -ан, -ø) понуд. II от богъу кIа","(мн. рогъукI ера, -хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1181,1272,БОГУЛЪ /А,b-o-ɡ-u-l-ʔ a,"(мн. рогъукIа , -хо, - си, -ан, -ø) расши ряться; стать широким или шире, свобо дным, просторным) ; см. кього нилъ а, нукьи лъа, хIолилъа","(мн. рогъукIа , -хо, - си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1182,1273,БОГАНА/ДÁ,b-o-ɡ-a-n-a-d-Á,"(мн. роганадÁ , -х, - с, -дан, -до) учащ. от богá 107","(мн. роганадÁ , -х, - с, -дан, -до)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1183,1274,БОГÓЛ,b-o-ɡ-Ó-l,"III (-ā, -ес, -би) ночь; бо- голес как ночной намаз ; боголес заман ночь, ночное время ; шаит . боголо ; см. ролIлIихъу","III (-ā, -ес, -би)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1184,1275,БОГÓЛКЬО,b-o-ɡ-Ó-l-k-o,нареч. 1) ночью 2) в пору ночного намаза; асах. могóл- кьо; сагад . богóлхо; см. ролIлIи - хъур,,Maiia Alimova,Khalilov 2024,adverb
Tsez,dido1241,1185,1276,БОГУР/ Á,b-o-ɡ-u-r Á,"(мн. рогурÁ , -хо, -си, -ан, -ø) 1) расширять , делать ши- роким или шире (свободным, пр о- сторн ым) 2 растя нуть 3) раздв и- гать, растопырыть 4) разинуть; гьахъа бога разинуть рот; асах. богвá","(мн. рогурÁ , -хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1186,1277,БОГУРЕР/Á,b-o-ɡ-u-r-e-r-Á,"(мн. рогурерÁ , -хо, -си, -ан, -ø) понуд. II от богá","(мн. рогурерÁ , -хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1187,1278,БОГЪ/ Á,b-o-ɡ-ʔ Á,"(мн. рогъа, -хо, -си, - ан, -о) 1) снимать что-л. (с кого -л. или с себя ); гед йогъа снимать р у- башку; шекьу рогъа снимать одежду, раздеваться 2) удалить; кIицу йогъа удалить зуб 3 ) вын и- мать; вытаскивать; извлекать, в ы- хватывать; отнимать; банкай (//изу йогъа) акри рогъа выни- мать из банки сыр; окIо богъа вы- тащить гвоздь; кайай ро гъа вы- хватить из рук, отнять 4) выпу с- кать, издавать; тIек йогъа изда- вать книгу 5) давить, жать; выж и- мать; кIудолъ äси лъи рогъа вы- жимать сок из винограда 6) выв о- дить, вывозить кого-что-л. куда -л.; къай мадахIар богъа вывозить товар 7) выводить, высиживать; хехойби ро гъа высиживать цы п- лят 8) проводить ( время ); лъено гъуди рогъа провести пять дней 9) перен. уволить; хIалIанаку жекIу хIалтIо лъай огъси пьяницу уволили с работы ♦ лъи рогъа плавать ( букв. воду отнимать); су- рат богъа фотографировать","(мн. рогъа, -хо, -си, - ан, -о)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1188,1279,БОГЪ -БАЦI/А,b-o-ɡ-ʔ -b-a-ts-a,"(мн. рогъ -рацIа, -их, -ис, -ан, -о) 1) перетягивать что-л. 2) вынимать; вытаскивать; извлекать, выхватывать; отни мать 2) расхватать, брать нарасхват","(мн. рогъ -рацIа, -их, -ис, -ан, -о)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1189,1280,БОГЪ -БАЦIНА/ДА,b-o-ɡ-ʔ -b-a-ts-n-a-d-a,"(мн. рогъ -ра- цIнада а, -х, -с, -дан, -до) учащ. от богъа -бацIа","(мн. рогъ -ра- цIнада а, -х, -с, -дан, -до)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1190,1281,БОГЪ -БАЦIН/И,b-o-ɡ-ʔ -b-a-ts-n-i,"IV (мн. рогъ - рацIни, -ǟ, -ис) 1) перет ягивание 2) выхваты вание 2) расхват","IV (мн. рогъ - рацIни, -ǟ, -ис)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1191,1282,БОГЪ -БАЦI/РА,b-o-ɡ-ʔ -b-a-ts-r-a,"(мн. рогъ - рацIра, -ерхо, -ерси , -еран, -ер) понуд . 1) перетягивать что-л. 2) вынимать; вытаскивать; извлекать, выхватывать; отни мать 2) расхв а- тать","(мн. рогъ - рацIра, -ерхо, -ерси , -еран, -ер)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1192,1283,БОГЪ -БАЦIРЕР/А,b-o-ɡ-ʔ -b-a-ts-r-e-r-a,"(мн. рогъ - рацIрера, -хо, -си, -ан, -ø) понуд. II от богъ -бацIа","(мн. рогъ - рацIрера, -хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1193,1284,БОГЪ ЕР/Á,b-o-ɡ-ʔ e-r-Á,"(мн. рогъ ерÁ, -хо, - си, -ан, -ø) понуд. от богъикI á","(мн. рогъ ерÁ, -хо, - си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1194,1285,БОГЪ ЕРЕР/ Á,b-o-ɡ-ʔ e-r-e-r Á,"(мн рогъирерÁ , - хо, -си, -ан, -ø) понуд. II от бо- гъир á","(мн рогъирерÁ , - хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1195,1286,БОГЪ ЕРНА/Д Á,b-o-ɡ-ʔ e-r-n-a-d Á,"(мн. рогъирн а- дÁ, -х, -с, -дан, -до) понуд. учащ. от богъир á","(мн. рогъирн а- дÁ, -х, -с, -дан, -до)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1196,1287,БОГЪ -БИЖ/А,b-o-ɡ-ʔ -b-i-ʒ-a,"(мн. рогъ -рижÁ , - их, -ис, -ан, -о) 1) забирать кого- что-л.; унести, утащить 2) грабить , раскулачить; см. богъ -лIогъа","(мн. рогъ -рижÁ , - их, -ис, -ан, -о)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1197,1288,БОГЪ -БИЖИР/А,b-o-ɡ-ʔ -b-i-ʒ-i-r-a,"(мн. рогъ - рижирÁ, -хо, -си, -ан, -ø) понуд . 1) забирать кого-что-л.; утащить 2) грабить; раскулачить","(мн. рогъ - рижирÁ, -хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1198,1289,БОГЪ -БИЖИРЕР/А,b-o-ɡ-ʔ -b-i-ʒ-i-r-e-r-a,"(мн. рогъ - рижирерÁ, -хо, -си, -ан, -ø) понуд . II от богъ -бижа","(мн. рогъ - рижирерÁ, -хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1199,1290,БОГЪИКI/Á,b-o-ɡ-ʔ-i-k-Á,"( мн. рогъик IÁ, -хо, -си, -ан, -ø) 1) вынимать, вытаск и- вать, извлекать; окIо богъи кIа вы- тащить гвоздь 2) снимать, удалять, отделить; выдернуть; кIицу йогъи кIа удалить (выдернуть) зуб; ср. мок. богъкIá","( мн. рогъик IÁ, -хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1200,1291,БОГЪИКI/РÁ,b-o-ɡ-ʔ-i-k-r-Á,"(мн. рогъикIра, - ерхо, -ерси, -еран, -ер) понуд . 1) 108 вынимать, вытаскивать, извлекать 2) снимать, удалять, отделить; в ы- дернуть","(мн. рогъикIра, - ерхо, -ерси, -еран, -ер)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1201,1292,БОГЪИКIРЕР/Á,b-o-ɡ-ʔ-i-k-r-e-r-Á,"(мн. рогъикIре - ра, -хо, -си, -ан, -ø) понуд . II от богъикIа","(мн. рогъикIре - ра, -хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1202,1293,БОГЪИЛЪ/ Á,b-o-ɡ-ʔ-i-l-ʔ Á,"(мн. рогъилъÁ , - хо, -си, -ан, -ø) 1) выниматься, вытаскиваться, извлекаться; окIо богъилъси кол вынулся 2) отд е- литься, оторваться; ср. мок. богълъ á","(мн. рогъилъÁ , - хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1203,1294,БОГЪ -ЛIОГЪА,b-o-ɡ-ʔ -l-o-ɡ-ʔ-a,"(мн. рогъ -лIогъа, -их, -ис, ан, -о) 1) забирать кого- что-л.; утащить 2) гра бить; раск у- лачить; см. богъ -бижа","(мн. рогъ -лIогъа, -их, -ис, ан, -о)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1204,1295,БОГЪНА/ДÁ,b-o-ɡ-ʔ-n-a-d-Á,"(-х, -с, -дан, -до) учащ. 1) спорить 2) возиться","(-х, -с, -дан, -до)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1205,1296,БОГЪ/О,b-o-ɡ-ʔ-o,"III (-ā, -ос, -оби) 1) клевета, наговор; бетинтов жекIукь богъо эрси (//цалIис ) просто так оклеветали человека 2) позор, срам; см. бугьтан , рогьо","III (-ā, -ос, -оби)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1206,1297,БОД/ Á,b-o-d Á,"(мн. родÁ , -их, -ис, -ан, -о) в разн. знач. 1) делать; прои з- водить; совершать какое -л. де й- ствие; иш бода делать дело, з а- ниматься делом; масала (хIисаб ) бода решать задачу (пример); риглъи рода делать добро; мицхир бода делать (зарабат ы- вать) деньги; хIалтIи бода делать работу, работать; биша рода гото- вить пищу; гъутку рода построить дом; посу (бʼекь) рода разводить скот (овец) ; бертен бода справить (сыграть) свадьбу; магIишат бода завести хозяйство 2) рожать , ро- дить; хехби рода родить ребёнка; меши бода телиться; лIели бода ягниться, окотиться; кIечIоли бо - да жеребиться; кIенечI йода сне- сти яйцо; имес хIалтIи имхо б о- до, себис хIалтIи себих бодо по- гов. весеннюю работу весной д е- лай, осеннюю – осенью; сис жекIу хийалйо мискин āди, сиси элIи - лъири хIалтIо бечед āди посл. мечты – обедняют, работа – обо- гащает ( букв. одного человека мечты обедняют, другого – работа делает богатым) ♦ зулму бода угнетать; тушманлъи рода враж- довать; гIайиб бода упрекать, в и- нить; хIурмат бода уважать, ок а- зать почести; дунйал бода жить; нелъ хъайжо хехби рода рожать друг за другом ; см. бувÁ","(мн. родÁ , -их, -ис, -ан, -о)",Maiia Alimova,Khalilov 2024,NaN
Tsez,dido1241,1207,1298,БОДИ-БИС/Á,b-o-d-i---b-i-s-Á,"IV ( мн. роди - риса , -хо, -си, -ан, -ø) 1) что -то делать , чем-то занима ться 2) наводить порядок ( букв. делать - брать) ; см. роди -риса","IV ( мн. роди - риса , -хо, -си, -ан, -ø)",Maiia Alimova,Khalilov 2024,NaN
